Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Red Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quartz Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Oak Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Spruce Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Birch Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Jungle Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Acacia Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Dark Oak Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Spruce Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Birch Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Jungle Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Acacia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Dark Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Concrete Powder
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Glazed Terracotta
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobbled Deepslate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Deepslate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Deepslate Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Deepslate Tiles
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Deepslate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuff
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Tuff
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tuff Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Tuff
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Tuff Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Iron Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Gold Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Basalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Calcite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amethyst Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tinted Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Packed Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Redstone Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Lapis Lazuli Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Emerald Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Observer
appliedenergistics2:item.ItemFacade:0, Cable Facade - Target
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magma Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smithing Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blackstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Blackstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Blackstone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Polished Blackstone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Polished Blackstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gilded Blackstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Wart Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bamboo Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bamboo Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Cherry Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Cherry Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bamboo Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stripped Bamboo Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bamboo Mosaic
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crying Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Aluminum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Lead Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Nickel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Platinum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Mythril Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Uranium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Thorium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Tungsten Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Titanium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Aluminum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Nickel Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Platinum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Mythril Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Uranium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Thorium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Tungsten Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Titanium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Certus Quartz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Charged Certus Quartz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Cinnabar Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Air Infused Deepslate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fire Infused Deepslate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Water Infused Deepslate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Earth Infused Deepslate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Order Infused Deepslate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Entropy Infused Deepslate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amber Bearing Deepslate
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Ruby Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Peridot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Topaz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Tanzanite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Malachite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Sapphire Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Amber Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Ruby Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Sapphire Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Peridot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Deepslate Electrotine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beehive
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.sink.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Salt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Salt Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fairy Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pokefennium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - RedAurum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smokey Quartz Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Smokey Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Star Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.structure_anchor.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Thorium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sulfur Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Niter Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tungsten Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminium-Bearing Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluorite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Beryllium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oil Deposit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Empty Oil Deposit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tar Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lignite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Australian Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Rare Earth Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cinnabar Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coltan Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Titanium Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Aluminium Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bedrock Oil Deposit
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burning Nether Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smoldering Netherrack
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Plutonium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Tungsten Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Sulfur Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Phosphorus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Schrabidium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Aluminium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Rare Earth Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Meteor Cobalt Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Lithium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Schrabidium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Schist Rare Earth Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gas Shale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Cinnabar Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Zirconium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Borax Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Iron Ore Cluster
appliedenergistics2:item.ItemFacade:0, Cable Facade - Depth Titanium Ore Cluster
